Folder,File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
Late-Century/Annual,LC_SSP370_AK_Annual_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0), Annual",Alaska,Late-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,7/6/26,
Late-Century/Annual,LC_SSP370_AK_Annual_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0), Annual",Alaska,Late-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,7/6/26,
Late-Century/Fall (SON),LC_SSP370_AK_SON_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0), Fall (SON)",Alaska,Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,7/6/26,
Late-Century/Fall (SON),LC_SSP370_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0), Fall (SON)",Alaska,Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,7/6/26,
Late-Century/Spring (MAM),LC_SSP370_AK_MAM_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Alaska,Late-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,7/6/26,
Late-Century/Spring (MAM),LC_SSP370_AK_MAM_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Alaska,Late-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,7/6/26,
Late-Century/Summer (JJA),LC_SSP370_AK_JJA_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Alaska,Late-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,7/6/26,
Late-Century/Summer (JJA),LC_SSP370_AK_JJA_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Alaska,Late-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,7/6/26,
Late-Century/Winter (DJF),LC_SSP370_AK_DJF_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Alaska,Late-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,7/6/26,
Late-Century/Winter (DJF),LC_SSP370_AK_DJF_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Alaska,Late-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,7/6/26,
Late-Century/Annual,LC_SSP245_AK_Annual_Precip_070526.aix,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Annual",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,7/5/26,
Late-Century/Annual,LC_SSP245_AK_Annual_Precip_070526.jpg,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Annual",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,7/5/26,
Late-Century/Fall (SON),LC_SSP245_AK_SON_Precip_070526.aix,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,7/5/26,
Late-Century/Fall (SON),LC_SSP245_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,7/5/26,
Late-Century/Spring (MAM),LC_SSP245_AK_MAM_Precip_070526.aix,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,7/5/26,
Late-Century/Spring (MAM),LC_SSP245_AK_MAM_Precip_070526.jpg,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,7/5/26,
Late-Century/Summer (JJA),LC_SSP245_AK_JJA_Precip_070526.aix,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,7/5/26,
Late-Century/Summer (JJA),LC_SSP245_AK_JJA_Precip_070526.jpg,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,7/5/26,
Late-Century/Winter (DJF),LC_SSP245_AK_DJF_Precip_070526.aix,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,7/5/26,
Late-Century/Winter (DJF),LC_SSP245_AK_DJF_Precip_070526.jpg,"Alaska, Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Alaska,Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,7/5/26,
Late-Century/Annual,LC_SSP126_AK_Annual_Precip_070526.aix,"Alaska, Late-Century, Low emissions (SSP1-2.6), Annual",Alaska,Late-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,7/5/26,
Late-Century/Annual,LC_SSP126_AK_Annual_Precip_070526.jpg,"Alaska, Late-Century, Low emissions (SSP1-2.6), Annual",Alaska,Late-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,7/5/26,
Late-Century/Fall (SON),LC_SSP126_AK_SON_Precip_070526.aix,"Alaska, Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Alaska,Late-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,7/5/26,
Late-Century/Fall (SON),LC_SSP126_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Alaska,Late-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,7/5/26,
Late-Century/Spring (MAM),LC_SSP126_AK_MAM_Precip_070526.aix,"Alaska, Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Alaska,Late-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,7/5/26,
Late-Century/Spring (MAM),LC_SSP126_AK_MAM_Precip_070526.jpg,"Alaska, Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Alaska,Late-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,7/5/26,
Late-Century/Summer (JJA),LC_SSP126_AK_JJA_Precip_070526.aix,"Alaska, Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Alaska,Late-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,7/5/26,
Late-Century/Summer (JJA),LC_SSP126_AK_JJA_Precip_070526.jpg,"Alaska, Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Alaska,Late-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,7/5/26,
Late-Century/Winter (DJF),LC_SSP126_AK_DJF_Precip_070526.aix,"Alaska, Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Alaska,Late-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,7/5/26,
Late-Century/Winter (DJF),LC_SSP126_AK_DJF_Precip_070526.jpg,"Alaska, Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Alaska,Late-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,7/5/26,
Late-Century/Annual,LC_SSP585_AK_Annual_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Annual",Alaska,Late-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,7/6/26,
Late-Century/Annual,LC_SSP585_AK_Annual_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Annual",Alaska,Late-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,7/6/26,
Late-Century/Fall (SON),LC_SSP585_AK_SON_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,7/6/26,
Late-Century/Fall (SON),LC_SSP585_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,7/6/26,
Late-Century/Spring (MAM),LC_SSP585_AK_MAM_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,7/6/26,
Late-Century/Spring (MAM),LC_SSP585_AK_MAM_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,7/6/26,
Late-Century/Summer (JJA),LC_SSP585_AK_JJA_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,7/6/26,
Late-Century/Summer (JJA),LC_SSP585_AK_JJA_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,7/6/26,
Late-Century/Winter (DJF),LC_SSP585_AK_DJF_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,7/6/26,
Late-Century/Winter (DJF),LC_SSP585_AK_DJF_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,7/6/26,
Mid-Century/Annual,MC_SSP370_AK_Annual_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0), Annual",Alaska,Mid-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,7/6/26,
Mid-Century/Annual,MC_SSP370_AK_Annual_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0), Annual",Alaska,Mid-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,7/6/26,
Mid-Century/Fall (SON),MC_SSP370_AK_SON_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Alaska,Mid-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,7/6/26,
Mid-Century/Fall (SON),MC_SSP370_AK_SON_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Alaska,Mid-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,7/6/26,
Mid-Century/Spring (MAM),MC_SSP370_AK_MAM_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Alaska,Mid-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,7/6/26,
Mid-Century/Spring (MAM),MC_SSP370_AK_MAM_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Alaska,Mid-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,7/6/26,
Mid-Century/Summer (JJA),MC_SSP370_AK_JJA_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Alaska,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,7/6/26,
Mid-Century/Summer (JJA),MC_SSP370_AK_JJA_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Alaska,Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,7/6/26,
Mid-Century/Winter (DJF),MC_SSP370_AK_DJF_Precip_070526.aix,"Alaska, Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Alaska,Mid-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,7/6/26,
Mid-Century/Winter (DJF),MC_SSP370_AK_DJF_Precip_070526.jpg,"Alaska, Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Alaska,Mid-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,7/6/26,
Mid-Century/Annual,MC_SSP245_AK_Annual_Precip_112125_v2.ai,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,11/24/25,
Mid-Century/Annual,MC_SSP245_AK_Annual_Precip_012226.aix,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,1/22/26,
Mid-Century/Annual,MC_SSP245_AK_Annual_Precip_012226.jpg,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,1/22/26,
Mid-Century/Fall (SON),MC_SSP245_AK_SON_Precip_012226.aix,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,1/23/26,
Mid-Century/Fall (SON),MC_SSP245_AK_SON_Precip_012226.jpg,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,1/23/26,
Mid-Century/Spring (MAM),MC_SSP245_AK_MAM_Precip_012226.aix,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,1/23/26,
Mid-Century/Spring (MAM),MC_SSP245_AK_MAM_Precip_012226.jpg,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,1/23/26,
Mid-Century/Summer (JJA),MC_SSP245_AK_JJA_Precip_012226.aix,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,1/23/26,
Mid-Century/Summer (JJA),MC_SSP245_AK_JJA_Precip_012226.jpg,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,1/23/26,
Mid-Century/Winter (DJF),MC_SSP245_AK_DJF_Precip_012226.aix,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,1/23/26,
Mid-Century/Winter (DJF),MC_SSP245_AK_DJF_Precip_012226.jpg,"Alaska, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Alaska,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,1/23/26,
Mid-Century/Annual,MC_SSP126_AK_Annual_Precip_070526.aix,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Annual",Alaska,Mid-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,7/5/26,
Mid-Century/Annual,MC_SSP126_AK_Annual_Precip_070526.jpg,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Annual",Alaska,Mid-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,7/5/26,
Mid-Century/Fall (SON),MC_SSP126_AK_SON_Precip_070526.aix,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,7/5/26,
Mid-Century/Fall (SON),MC_SSP126_AK_SON_Precip_070526.jpg,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,7/5/26,
Mid-Century/Spring (MAM),MC_SSP126_AK_MAM_Precip_070526.aix,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,7/5/26,
Mid-Century/Spring (MAM),MC_SSP126_AK_MAM_Precip_070526.jpg,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,7/5/26,
Mid-Century/Summer (JJA),MC_SSP126_AK_JJA_Precip_070526.aix,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,7/5/26,
Mid-Century/Summer (JJA),MC_SSP126_AK_JJA_Precip_070526.jpg,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,7/5/26,
Mid-Century/Winter (DJF),MC_SSP126_AK_DJF_Precip_070526.aix,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,7/5/26,
Mid-Century/Winter (DJF),MC_SSP126_AK_DJF_Precip_070526.jpg,"Alaska, Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Alaska,Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,7/5/26,
Mid-Century/Annual,MC_SSP585_AK_Annual_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Annual",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,7/6/26,
Mid-Century/Annual,MC_SSP585_AK_Annual_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Annual",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,7/6/26,
Mid-Century/Fall (SON),MC_SSP585_AK_SON_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,7/6/26,
Mid-Century/Fall (SON),MC_SSP585_AK_SON_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,7/6/26,
Mid-Century/Spring (MAM),MC_SSP585_AK_MAM_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,7/6/26,
Mid-Century/Spring (MAM),MC_SSP585_AK_MAM_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,7/6/26,
Mid-Century/Summer (JJA),MC_SSP585_AK_JJA_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,7/6/26,
Mid-Century/Summer (JJA),MC_SSP585_AK_JJA_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,7/6/26,
Mid-Century/Winter (DJF),MC_SSP585_AK_DJF_Precip_070526.aix,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,7/6/26,
Mid-Century/Winter (DJF),MC_SSP585_AK_DJF_Precip_070526.jpg,"Alaska, Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Alaska,Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,7/6/26,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Arkansas.aix,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,7/8/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Arkansas.png,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/7/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Arkansas.aix,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Arkansas.png,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/7/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Arkansas.aix,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,7/8/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Arkansas.png,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/7/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Arkansas.aix,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,7/8/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Arkansas.png,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/7/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Arkansas.ai,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),Adobe Illustrator source,7/8/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Arkansas.aix,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,7/8/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Arkansas.png,"Arkansas, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Arkansas,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/7/25,
Late-Century/Annual,LC_SSP370_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,7/7/26,
Late-Century/Annual,LC_SSP370_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,7/7/26,
Late-Century/Fall (SON),LC_SSP370_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,7/7/26,
Late-Century/Fall (SON),LC_SSP370_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,7/7/26,
Late-Century/Spring (MAM),LC_SSP370_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,7/7/26,
Late-Century/Spring (MAM),LC_SSP370_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,7/7/26,
Late-Century/Summer (JJA),LC_SSP370_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,7/7/26,
Late-Century/Summer (JJA),LC_SSP370_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,7/7/26,
Late-Century/Winter (DJF),LC_SSP370_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,7/7/26,
Late-Century/Winter (DJF),LC_SSP370_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,7/7/26,
Late-Century/Annual,LC_SSP245_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,7/7/26,
Late-Century/Annual,LC_SSP245_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,7/7/26,
Late-Century/Fall (SON),LC_SSP245_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,7/7/26,
